title,date,author,url,source
Sessão solene dos 35 anos do “.br” é homenagem à história da Internet no Brasil,2024-06-20,CGI.br Notícias,https://cgi.br/noticia/releases/sessao-solene-dos-35-anos-do-br-e-homenagem-a-historia-da-internet-no-brasil/,CGI Notícias
Sessão principal do FIB14 amplia diálogo sobre desafios globais da governança digital,24 MAI 2024,CGI.br Notícias,https://cgi.br/noticia/releases/sessao-principal-do-fib14-amplia-dialogo-sobre-desafios-globais-da-governanca-digital/,CGI Notícias
Sessão principal do FIB14 discute outros futuros para a Internet no contexto da tecnodiversidade e do colonialismo digital,23 MAI 2024,CGI.br Notícias,https://cgi.br/noticia/releases/sessao-principal-do-fib14-discute-outros-futuros-para-a-internet-no-contexto-da-tecnodiversidade-e-do-colonialismo-digital/,CGI Notícias
Levantamento sobre qualidade da Internet em escolas públicas aponta desafios para atingir nova meta de conectividade do MEC,23 MAI 2024,CGI.br Notícias,https://cgi.br/noticia/releases/levantamento-sobre-qualidade-da-internet-em-escolas-publicas-aponta-desafios-para-atingir-nova-meta-de-conectividade-do-mec/,CGI Notícias
Abertura do 14º Fórum da Internet no Brasil ressalta a necessidade do combate à desinformação no país,22 MAI 2024,CGI.br Notícias,https://cgi.br/noticia/releases/abertura-do-14-forum-da-internet-no-brasil-ressalta-a-necessidade-do-combate-a-desinformacao-no-pais/,CGI Notícias
"No FIB 14, CGI.br lança 4ª Coletânea TIC, Governança da Internet, Gênero, Raça e Diversidade",22 MAI 2024,CGI.br Notícias,https://cgi.br/noticia/releases/no-fib-14-cgi-br-lanca-4-coletanea-tic-governanca-da-internet-genero-raca-e-diversidade/,CGI Notícias
CGI.br doa R$ 250 mil para socorrer vítimas das enchentes no Rio Grande do Sul,17 MAI 2024,CGI.br Notícias,https://cgi.br/noticia/releases/cgi-br-doa-r-250-mil-para-socorrer-vitimas-das-enchentes-no-rio-grande-do-sul/,CGI Notícias
"Ministra da Ciência, Tecnologia e Inovação reforça defesa do multissetorialismo na governança do mundo digital",29 ABR 2024,CGI.br Notícias,https://cgi.br/noticia/releases/ministra-da-ciencia-tecnologia-e-inovacao-reforca-defesa-do-multissetorialismo-na-governanca-do-mundo-digital/,CGI Notícias
NETmundial+10 brings together experts from several countries to debate the governance of the digital world,23 ABR 2024,CGI.br Notícias,https://cgi.br/noticia/notas/netmundial-10-brings-together-experts-from-several-countries-to-debate-the-governance-of-the-digital-world/,CGI Notícias
NETmundial+10 reúne representantes de vários países para debater governança do mundo digital,18 ABR 2024,CGI.br Notícias,https://cgi.br/noticia/notas/netmundial-10-reune-representantes-de-varios-paises-para-debater-governanca-do-mundo-digital/,CGI Notícias
